production_number,case,source_cases,physical_number,source_path_relative,recommended_format,source_media,source_bytes,sha256,target_directory,target_media,preflight_state
295,05780--ubpalace--339f709f,05780--ubpalace--339f709f,1,"ZH_Generals\W3D.big\Art\W3D\Chem GLA Palace, Demo GLA Palace, GC Chem GLA Palace, GC Slth GLA Palace, GLA Palace, Slth GLA Palace - UBPalace.w3d",gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05780--ubpalace--339f709f\GLA - Technology Building - Palace - UBPalace.gif,135858,81d9c2dcec92330f18a458a1a30ff3af8caa3d4a18d4fc892be442510d4a7328,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\GLA - Technology Building - Palace - UBPalace.gif,new
296,03405--ubpalaceeg--72225459,03405--ubpalaceeg--72225459,1,W3DZH.big\Art\W3D\UBPalaceEG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03405--ubpalaceeg--72225459\GLA - Technology Building - Palace - UBPalaceEG.gif,124067,0e29546d82dedf51e60f710eb2099812934a776fcaaa6534274dd598a71b04cc,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Technology Building - Palace - UBPalaceEG.gif,new
297,00144--cvcdtpln--7e9ede61,00144--cvcdtpln--7e9ede61,1,W3DZH.big\Art\W3D\Aircraft Crop Duster - CVCdtpln.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00144--cvcdtpln--7e9ede61\Shared - Aviation - Aircraft Crop Duster - CVCdtpln.gif,18127,2e0e6f0f7c8b77b06fe82f1642223177dd75c6ee88dc93ff5ef9bff3e3f921c5,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Shared - Aviation - Aircraft Crop Duster - CVCdtpln.gif,new
302,06980--zboderrick--7b2e9703,06980--zboderrick--7b2e9703,1,ZH_Generals\W3D.big\Art\W3D\Tech Oil Derrick - ZBODerrick.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06980--zboderrick--7b2e9703\Shared - Base Building - Tech Oil Derrick - ZBODerrick.gif,233780,33e6f0095979696aeebc7fe3f92e496af2883d7974b17bbc54dd40941e9fa1e3,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Shared - Base Building - Tech Oil Derrick - ZBODerrick.gif,new
303,03680--zbrefinery-en--04ea4d4a,03680--zbrefinery-en--04ea4d4a,1,W3DZH.big\Art\W3D\ZBRefinery_EN.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03680--zbrefinery-en--04ea4d4a\Shared - Base Building - Tech Oil Refinery - ZBRefinery_EN.gif,52142,f0dec702a3382c77548eb2e470bf16f3852b7e7128dc44e7ad8ddf2bdaaad40b,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Shared - Base Building - Tech Oil Refinery - ZBRefinery_EN.gif,new
305,03694--zbrprbay-es--aa103d75,03694--zbrprbay-es--aa103d75,1,W3DZH.big\Art\W3D\ZBRprBay_ES.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03694--zbrprbay-es--aa103d75\Shared - Base Building - Tech Repairbay - ZBRprBay_ES.gif,26349,ad9dedd080522677dab044e79e8122a19055359429ffc128c4a559ac0bad17c3,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Shared - Base Building - Tech Repairbay - ZBRprBay_ES.gif,new
306,03716--zbvalvstat-g--bcafd4c7,03716--zbvalvstat-g--bcafd4c7,1,W3DZH.big\Art\W3D\ZBValvStat_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03716--zbvalvstat-g--bcafd4c7\Shared - Base Building - Valve Station - ZBValvStat_G.gif,57294,8eb1bf999609e8dbb68203c2648277d9c365a4e5c01c7636214e2193c34b8862,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Shared - Base Building - Valve Station - ZBValvStat_G.gif,new
307,02533--cvtraincrsh01sm--ecb37077,02533--cvtraincrsh01sm--ecb37077,1,W3DZH.big\Art\W3D\CVTrainCRSH01SM.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\02533--cvtraincrsh01sm--ecb37077\Shared - Ground Vehicles - CV Train CRSH 01 SM - CVTrainCRSH01SM.mp4,14355,23bc588b5615e1a278afbaaa507f6c99bfab1617da2a2b7c78258ef5d7456f90,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Shared - Ground Vehicles - CV Train CRSH 01 SM - CVTrainCRSH01SM.mp4,new
309,05825--cvpolicecar2--c828aa93,05825--cvpolicecar2--c828aa93,1,ZH_Generals\W3D.big\Art\W3D\CINE Police Car - CVPoliceCar2.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05825--cvpolicecar2--c828aa93\Shared - Ground Vehicles - Police Car - CVPoliceCar2.gif,35976,d09f5c3b4b7d7364b0fb60338c7e672d2bc33e4de2f44f47b3669a4041770c47,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Shared - Ground Vehicles - Police Car - CVPoliceCar2.gif,new
310,06319--nbnmissle-a2dns--6457e3ff,06319--nbnmissle-a2dns--6457e3ff,1,ZH_Generals\W3D.big\Art\W3D\NBNMissle_A2DNS.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06319--nbnmissle-a2dns--6457e3ff\Shared - Superweapon - Nuclear Missile Launcher - NBNMissle_A2DNS.mp4,25763,de7b5a41fb4d8264e2cfe7e578ac76bf1380177af3285608a542d64dd4988933,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Shared - Superweapon - Nuclear Missile Launcher - NBNMissle_A2DNS.mp4,new
311,06320--nbnmissle-a2ds--e80e2fab,06320--nbnmissle-a2ds--e80e2fab,1,ZH_Generals\W3D.big\Art\W3D\NBNMissle_A2DS.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06320--nbnmissle-a2ds--e80e2fab\Shared - Superweapon - Nuclear Missile Launcher - NBNMissle_A2DS.mp4,25495,4b3ee0b32856d212707a3dcd245f8e631c2346aadabe1e4f4ed493e7c80c18a8,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Shared - Superweapon - Nuclear Missile Launcher - NBNMissle_A2DS.mp4,new
312,00219--avcrusader-a--a4959b5d,00219--avcrusader-a--a4959b5d,1,W3DZH.big\Art\W3D\AVCrusader_A.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00219--avcrusader-a--a4959b5d\USA - Armor - Crusader A - AVCrusader_A.mp4,17020,6ced39c5407db52fb15186460a68c1583c102399c42541c5b6aaa3ed7243d407,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Armor - Crusader A - AVCrusader_A.mp4,new
313,04043--avcargopln--fcefb84c,04043--avcargopln--fcefb84c,1,"ZH_Generals\W3D.big\Art\W3D\Air F America Jet Cargo Plane, America Jet Cargo Plane, CINE U 04 America Jet Cargo Plane HIGH, CINE U 04 America Jet Cargo Plane LOW, CINE U 04 Am - AvCargoPln.w3d",gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04043--avcargopln--fcefb84c\USA - Aviation - Cargo Plane - AvCargoPln.gif,77766,a86911d237b23f8527ba3908093665134bb3088ac79509a9092ba2aff58c57bf,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\USA - Aviation - Cargo Plane - AvCargoPln.gif,new
314,00128--avchinook--8447c341,00128--avchinook--8447c341,1,"W3DZH.big\Art\W3D\AFG America Vehicle Chinook, America Vehicle Chinook, CINE America Vehicle Chinook, Lazr America Vehicle Chinook, Sup W America Vehicle Chinook - AVChinook.w3d",mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00128--avchinook--8447c341\USA - Aviation - Chinook Transport Helicopter - AVChinook.mp4,9632,e07aa961de478601c5ee1891d1a432c6730352d47b74ab369d044181faca683b,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Aviation - Chinook Transport Helicopter - AVChinook.mp4,new
315,00138--avchinookag--348351b1,00138--avchinookag--348351b1,1,W3DZH.big\Art\W3D\Air F America Vehicle Chinook - AVChinookAG.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00138--avchinookag--348351b1\USA - Aviation - Chinook Transport Helicopter - AVChinookAG.mp4,9874,61116a912599f5ccc16a5bcd4791dd3db3a95e7719afa27fee8de8e82e765354,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Aviation - Chinook Transport Helicopter - AVChinookAG.mp4,new
316,04080--avcomanche--01d791cf,04080--avcomanche--01d791cf,1,"ZH_Generals\W3D.big\Art\W3D\America Vehicle Comanche, CINE America Vehicle Comanche, CINE America Vehicle Comanche 02, CINE USA 08 America Vehicle Comanche, Lazr America Vehic - AVComanche.w3d",mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04080--avcomanche--01d791cf\USA - Aviation - Comanche Attack Helicopter - AVComanche.mp4,9742,7f0079bd31a880bb752fa43e55f71251eb755d831441a49999d8e39912132eb8,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\USA - Aviation - Comanche Attack Helicopter - AVComanche.mp4,new
317,00139--avcomancheag--238d0b22,00139--avcomancheag--238d0b22,1,W3DZH.big\Art\W3D\Air F America Vehicle Comanche - AVComancheAG.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00139--avcomancheag--238d0b22\USA - Aviation - Comanche Attack Helicopter - AVComancheAG.mp4,10001,416800d1377c6c7355f725d8e2c23706b3af3a07b2f56a3d7755217062ad4540,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Aviation - Comanche Attack Helicopter - AVComancheAG.mp4,new
319,00134--avsgunship--52af7893,00134--avsgunship--52af7893,1,"W3DZH.big\Art\W3D\Air F America Jet Spectre Gunship 1, Air F America Jet Spectre Gunship 2, Air F America Jet Spectre Gunship 3, America Jet Spectre Gunship, Boss Jet Spectre - AVSGunship.w3d",gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00134--avsgunship--52af7893\USA - Aviation - Spectre Gunship - AVSGunship.gif,74715,84640698e255e899df436fbaceff8e6fda0c0abeb99605c6ab3424f2a2801a05,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Aviation - Spectre Gunship - AVSGunship.gif,new
321,00044--abbtcmdswg--41855822,00044--abbtcmdswg--41855822,1,W3DZH.big\Art\W3D\ABBtCmdSWG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00044--abbtcmdswg--41855822\USA - Base Building - Bt Cmd SWG - ABBtCmdSWG.gif,48467,49d2ebb3402503bc31412660939a6aa94f0685e61d353f3bdaa5b7f41f100463,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Bt Cmd SWG - ABBtCmdSWG.gif,new
322,04065--pmchkpnt02--dd117935,04065--pmchkpnt02--dd117935,1,"ZH_Generals\W3D.big\Art\W3D\America Checkpoint, Check Point Crossing Guard - PMChkPnt02.w3d",gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04065--pmchkpnt02--dd117935\USA - Base Building - Checkpoint - PMChkPnt02.gif,126902,741d415ed170ddcc232ab571e6fa8a538ce7fe093acacd7dd2e27a82ef5f6d49,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\USA - Base Building - Checkpoint - PMChkPnt02.gif,new
324,00162--cbdriveins--30ffef67,00162--cbdriveins--30ffef67,1,W3DZH.big\Art\W3D\American Drive In Snacks - CBDriveInS.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00162--cbdriveins--30ffef67\USA - Base Building - Drive In Snacks - CBDriveInS.gif,46066,87edfd80e56ddb6de644ac073282a22d01981366221c3e88121297791283150c,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Drive In Snacks - CBDriveInS.gif,new
325,00164--cmfastfoo--d5fe0216,00164--cmfastfoo--d5fe0216,1,W3DZH.big\Art\W3D\American Fast Food - CMFastFoo.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00164--cmfastfoo--d5fe0216\USA - Base Building - Fast Food - CMFastFoo.gif,146150,9177f49ef22e53e7722162a3f65b0da3d6112feb67a65a7496059bce5557c371,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Fast Food - CMFastFoo.gif,new
326,00052--abgdctower--a3b02160,00052--abgdctower--a3b02160,1,W3DZH.big\Art\W3D\ABGDCTower.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00052--abgdctower--a3b02160\USA - Base Building - GDC Tower - ABGDCTower.gif,66903,5d2bb51b023f8bc4e73eceb56a4a0eeb5e8f4f9d3097941deb6297db83661141,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - GDC Tower - ABGDCTower.gif,new
328,00095--absdlnksw--6763765a,00095--absdlnksw--6763765a,1,W3DZH.big\Art\W3D\ABSDLnkSW.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00095--absdlnksw--6763765a\USA - Base Building - SD Lnk SW - ABSDLnkSW.gif,31080,c77b415b2f4384d9fdb083efddb199d0514822e3ca723b6a596ca7825e98122c,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - SD Lnk SW - ABSDLnkSW.gif,new
329,00099--absecuwall--bde04725,00099--absecuwall--bde04725,1,W3DZH.big\Art\W3D\ABSECUWALL.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00099--absecuwall--bde04725\USA - Base Building - SECUWALL - ABSECUWALL.gif,61164,b7af58f6c953616e428010c64fece7b4f5beacc6b2a2d7d914d77140efcaa627,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - SECUWALL - ABSECUWALL.gif,new
330,00102--absecuwall-e--0705949c,00102--absecuwall-e--0705949c,1,W3DZH.big\Art\W3D\ABSecuWall_E.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00102--absecuwall-e--0705949c\USA - Base Building - Secu Wall - ABSecuWall_E.gif,49878,295ef77428e559d27c75d71113e3f0c0ee63d03fe36a1f4db548219acd7b47e4,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Secu Wall - ABSecuWall_E.gif,new
332,00114--abtmhkstmsw-a1--d7689cb0,00114--abtmhkstmsw-a1--d7689cb0,1,W3DZH.big\Art\W3D\ABTmHkStmSW_A1.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00114--abtmhkstmsw-a1--d7689cb0\USA - Base Building - Tm Hk Stm SW A 1 - ABTmHkStmSW_A1.gif,397524,9c9e32219340f9639f161d39bbf0c6bf41225f721f7b3156bf293fdd66e03da9,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Tm Hk Stm SW A 1 - ABTmHkStmSW_A1.gif,new
333,00115--abtmhkstmsw-a2--988338d0,00115--abtmhkstmsw-a2--988338d0,1,W3DZH.big\Art\W3D\ABTmHkStmSW_A2.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00115--abtmhkstmsw-a2--988338d0\USA - Base Building - Tm Hk Stm SW A 2 - ABTmHkStmSW_A2.gif,416364,90de49a13a6a27444a80c30e7277f9d2b0afbf09ef0b559f7e8a2aae94cf01fa,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Tm Hk Stm SW A 2 - ABTmHkStmSW_A2.gif,new
334,00116--abtmhkstmsw-a3--fe5c08d3,00116--abtmhkstmsw-a3--fe5c08d3,1,W3DZH.big\Art\W3D\ABTmHkStmSW_A3.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00116--abtmhkstmsw-a3--fe5c08d3\USA - Base Building - Tm Hk Stm SW A 3 - ABTmHkStmSW_A3.gif,378915,874235ad61b1de0738d4a85fb500eb76795380707fca807b0bf8ca588bad2346,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Tm Hk Stm SW A 3 - ABTmHkStmSW_A3.gif,new
335,00118--abtmhkstmsw-da1--588ce65a,00118--abtmhkstmsw-da1--588ce65a,1,W3DZH.big\Art\W3D\ABTmHkStmSW_DA1.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00118--abtmhkstmsw-da1--588ce65a\USA - Base Building - Tm Hk Stm SW DA 1 - ABTmHkStmSW_DA1.gif,391526,2ca9048a8968f8b99ba74661d701c900b41965de44156c92ba733fe7709fa97b,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Tm Hk Stm SW DA 1 - ABTmHkStmSW_DA1.gif,new
336,00119--abtmhkstmsw-da2--3036e064,00119--abtmhkstmsw-da2--3036e064,1,W3DZH.big\Art\W3D\ABTmHkStmSW_DA2.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00119--abtmhkstmsw-da2--3036e064\USA - Base Building - Tm Hk Stm SW DA 2 - ABTmHkStmSW_DA2.gif,413163,c39c36dca1ee8e518e99444b9e1a7b662e1625d1390e2b8a627d65583d942220,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Tm Hk Stm SW DA 2 - ABTmHkStmSW_DA2.gif,new
337,00120--abtmhkstmsw-da3--54b3a0be,00120--abtmhkstmsw-da3--54b3a0be,1,W3DZH.big\Art\W3D\ABTmHkStmSW_DA3.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00120--abtmhkstmsw-da3--54b3a0be\USA - Base Building - Tm Hk Stm SW DA 3 - ABTmHkStmSW_DA3.gif,337959,977f3039159963de244b1c506fb32cf765b89a0f25f75d624476c5a53bb4e103,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Tm Hk Stm SW DA 3 - ABTmHkStmSW_DA3.gif,new
338,00122--abtmhkstmsw-ea1--b11d33cf,00122--abtmhkstmsw-ea1--b11d33cf,1,W3DZH.big\Art\W3D\ABTmHkStmSW_EA1.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00122--abtmhkstmsw-ea1--b11d33cf\USA - Base Building - Tm Hk Stm SW EA 1 - ABTmHkStmSW_EA1.gif,390050,473c621e0ff363811cf72a7de0d6ac6d6e952f0f13e45a62accd8fa50bac1adb,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Tm Hk Stm SW EA 1 - ABTmHkStmSW_EA1.gif,new
339,00123--abtmhkstmsw-ea2--74e59836,00123--abtmhkstmsw-ea2--74e59836,1,W3DZH.big\Art\W3D\ABTmHkStmSW_EA2.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00123--abtmhkstmsw-ea2--74e59836\USA - Base Building - Tm Hk Stm SW EA 2 - ABTmHkStmSW_EA2.gif,411347,d9f3e3ba0d49df368d13bfcb02980e1f920d5bd6d3abdfd6f1d32d7217ae24ba,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Tm Hk Stm SW EA 2 - ABTmHkStmSW_EA2.gif,new
340,00124--abtmhkstmsw-ea3--e1f6e5c7,00124--abtmhkstmsw-ea3--e1f6e5c7,1,W3DZH.big\Art\W3D\ABTmHkStmSW_EA3.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00124--abtmhkstmsw-ea3--e1f6e5c7\USA - Base Building - Tm Hk Stm SW EA 3 - ABTmHkStmSW_EA3.gif,334718,c61b8ae42a6f783b7c285b7ff2c3c56ce4b1d0c3a081ae0da9c53ed0a2e24251,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Tm Hk Stm SW EA 3 - ABTmHkStmSW_EA3.gif,new
341,00108--absecwally-e--63c499bb,00108--absecwally-e--63c499bb,1,W3DZH.big\Art\W3D\ABSecWallY_E.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00108--absecwally-e--63c499bb\USA - Base Building - Wall - ABSecWallY_E.gif,38918,414b3af873e723c4d735f653c240e53db43169fe4c87895f4c694572228fc0f7,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Building - Wall - ABSecWallY_E.gif,new
342,00130--abfirebase--6b00156e,00130--abfirebase--6b00156e,1,"W3DZH.big\Art\W3D\Air F America Fire Base, America Fire Base, Lazr America Fire Base, Sup W America Fire Base - ABFIREBASE.w3d",mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00130--abfirebase--6b00156e\USA - Base Defense - Fire Base - ABFIREBASE.mp4,24542,cd8782a53100eeb4911b792080cd49e654d7435e49103db1c07f616f62bdf562,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Defense - Fire Base - ABFIREBASE.mp4,new
343,00047--abfirebase-d--9b3f0645,00047--abfirebase-d--9b3f0645,1,W3DZH.big\Art\W3D\ABFIREBASE_D.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00047--abfirebase-d--9b3f0645\USA - Base Defense - Fire Base - ABFIREBASE_D.mp4,23096,80803eba2cb7f9215836ba43e3dc145ce2a7dabb9a56b94d33f9239996ce65f7,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Defense - Fire Base - ABFIREBASE_D.mp4,new
345,00129--abbtcmdhqa--e78ee193,00129--abbtcmdhqa--e78ee193,1,W3DZH.big\Art\W3D\Air F America Command Center - AbbtCmdHQA.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00129--abbtcmdhqa--e78ee193\USA - Base Infrastructure - Command Center - AbbtCmdHQA.gif,71567,a7ab7e9d0126e2f79ee646ec3271212253d38de1d62756ab8bb4f519bd11a4dd,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Base Infrastructure - Command Center - AbbtCmdHQA.gif,new
348,04050--avbattledr--01127027,04050--avbattledr--01127027,1,"ZH_Generals\W3D.big\Art\W3D\Air F America Vehicle Battle Drone, America Vehicle Battle Drone, Lazr America Vehicle Battle Drone, Sup W America Vehicle Battle Drone, Sup W Amer - avbattledr.w3d",mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04050--avbattledr--01127027\USA - Ground Vehicles - Battle Drone - avbattledr.mp4,8173,5ae57267490668bc3868438ddf15f323209055ee5cae112d275e94aa52080577,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\USA - Ground Vehicles - Battle Drone - avbattledr.mp4,new
351,04051--avconstdoz-a--8a249895,04051--avconstdoz-a--8a249895,1,"ZH_Generals\W3D.big\Art\W3D\Air F America Vehicle Dozer, America Vehicle Dozer, Boss Vehicle Dozer, Lazr America Vehicle Dozer, Sup W America Vehicle Dozer - avconstdoz_A.w3d",mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04051--avconstdoz-a--8a249895\USA - Ground Vehicles - Dozer - avconstdoz_A.mp4,37263,1659308990e4eceb5775e7855b84a0f1b733ae437c3238dce02a9a663b4859ac,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\USA - Ground Vehicles - Dozer - avconstdoz_A.mp4,new
353,00154--avrepairdr--9e43721a,00154--avrepairdr--9e43721a,1,W3DZH.big\Art\W3D\America Vehicle Repair Drone - avrepairdr.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00154--avrepairdr--9e43721a\USA - Ground Vehicles - Repair Drone - avrepairdr.mp4,21974,9bb6706452c4ea36927e8c8999f2a20e60adb962377990bfbd4d19824fe0dd4a,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\USA - Ground Vehicles - Repair Drone - avrepairdr.mp4,new
