case,source_path_relative,faction_or_context,functional_family,descriptive_asset_name,canonical_stem,conversion_status,automatic_image_gate,final_decision,final_decision_reason,glb_round_trip_valid,glb,contact_sheet
03398--ubhole-a4s--5efe149e,W3DZH.big\Art\W3D\UBHole_A4s.w3d,GLA,Production Building,=,UBHole_A4s,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03398--ubhole-a4s--5efe149e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03398--ubhole-a4s--5efe149e\four-view.png
03399--ubhole-a4sn--44e988c9,W3DZH.big\Art\W3D\UBHole_A4SN.w3d,GLA,Production Building,=,UBHole_A4SN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03399--ubhole-a4sn--44e988c9\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03399--ubhole-a4sn--44e988c9\four-view.png
03400--ubhole-a6--303a114e,W3DZH.big\Art\W3D\UBHole_A6.w3d,GLA,Production Building,=,UBHole_A6,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03400--ubhole-a6--303a114e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03400--ubhole-a6--303a114e\four-view.png
03401--ubhole-a6s--ae91bbfa,W3DZH.big\Art\W3D\UBHole_A6s.w3d,GLA,Production Building,=,UBHole_A6s,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03401--ubhole-a6s--ae91bbfa\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03401--ubhole-a6s--ae91bbfa\four-view.png
03402--ubhole-a6sn--1783b16c,W3DZH.big\Art\W3D\UBHole_A6SN.w3d,GLA,Production Building,=,UBHole_A6SN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03402--ubhole-a6sn--1783b16c\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03402--ubhole-a6sn--1783b16c\four-view.png
03403--ubmfield--faa26fde,W3DZH.big\Art\W3D\UBMField.w3d,GLA,Base Building,M Field,UBMField,rendered,needs-review,rejected,Rejected: missing material exposed the numbered UV-test texture across substantial geometry.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03403--ubmfield--faa26fde\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03403--ubmfield--faa26fde\four-view.png
03404--ubpalace-dgn--5087acb7,W3DZH.big\Art\W3D\UBPalace_DGN.w3d,GLA,Technology Building,Palace,UBPalace_DGN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03404--ubpalace-dgn--5087acb7\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03404--ubpalace-dgn--5087acb7\four-view.png
03405--ubpalaceeg--72225459,W3DZH.big\Art\W3D\UBPalaceEG.w3d,GLA,Technology Building,Palace,UBPalaceEG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03405--ubpalaceeg--72225459\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03405--ubpalaceeg--72225459\four-view.png
03406--ubpalaceeg-d--8a1fdd4c,W3DZH.big\Art\W3D\UBPalaceEG_D.w3d,GLA,Technology Building,Palace,UBPalaceEG_D,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03406--ubpalaceeg-d--8a1fdd4c\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03406--ubpalaceeg-d--8a1fdd4c\four-view.png
03407--ubpalaceeg-dn--cc36db85,W3DZH.big\Art\W3D\UBPalaceEG_DN.w3d,GLA,Technology Building,Palace,UBPalaceEG_DN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03407--ubpalaceeg-dn--cc36db85\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03407--ubpalaceeg-dn--cc36db85\four-view.png
03408--ubpalaceeg-dns--c07dc275,W3DZH.big\Art\W3D\UBPalaceEG_DNS.w3d,GLA,Technology Building,Palace,UBPalaceEG_DNS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03408--ubpalaceeg-dns--c07dc275\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03408--ubpalaceeg-dns--c07dc275\four-view.png
03409--ubpalaceeg-ds--21184568,W3DZH.big\Art\W3D\UBPalaceEG_DS.w3d,GLA,Technology Building,Palace,UBPalaceEG_DS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03409--ubpalaceeg-ds--21184568\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03409--ubpalaceeg-ds--21184568\four-view.png
03410--ubpalaceeg-e--6f2b5d25,W3DZH.big\Art\W3D\UBPalaceEG_E.w3d,GLA,Technology Building,Palace,UBPalaceEG_E,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03410--ubpalaceeg-e--6f2b5d25\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03410--ubpalaceeg-e--6f2b5d25\four-view.png
03411--ubpalaceeg-en--4ba31dea,W3DZH.big\Art\W3D\UBPalaceEG_EN.w3d,GLA,Technology Building,Palace,UBPalaceEG_EN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03411--ubpalaceeg-en--4ba31dea\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03411--ubpalaceeg-en--4ba31dea\four-view.png
03412--ubpalaceeg-ens--d6281b4d,W3DZH.big\Art\W3D\UBPalaceEG_ENS.w3d,GLA,Technology Building,Palace,UBPalaceEG_ENS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03412--ubpalaceeg-ens--d6281b4d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03412--ubpalaceeg-ens--d6281b4d\four-view.png
03413--ubpalaceeg-es--0bc268c7,W3DZH.big\Art\W3D\UBPalaceEG_ES.w3d,GLA,Technology Building,Palace,UBPalaceEG_ES,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03413--ubpalaceeg-es--0bc268c7\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03413--ubpalaceeg-es--0bc268c7\four-view.png
03414--ubpalaceeg-n--f2aca490,W3DZH.big\Art\W3D\UBPalaceEG_N.w3d,GLA,Technology Building,Palace,UBPalaceEG_N,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03414--ubpalaceeg-n--f2aca490\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03414--ubpalaceeg-n--f2aca490\four-view.png
03415--ubpalaceeg-ns--ab2dea23,W3DZH.big\Art\W3D\UBPalaceEG_NS.w3d,GLA,Technology Building,Palace,UBPalaceEG_NS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03415--ubpalaceeg-ns--ab2dea23\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03415--ubpalaceeg-ns--ab2dea23\four-view.png
03416--ubpalaceeg-r--70c6ea95,W3DZH.big\Art\W3D\UBPalaceEG_R.w3d,GLA,Technology Building,Palace,UBPalaceEG_R,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03416--ubpalaceeg-r--70c6ea95\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03416--ubpalaceeg-r--70c6ea95\four-view.png
03417--ubpalaceeg-rs--1ac6837e,W3DZH.big\Art\W3D\UBPalaceEG_RS.w3d,GLA,Technology Building,Palace,UBPalaceEG_RS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03417--ubpalaceeg-rs--1ac6837e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03417--ubpalaceeg-rs--1ac6837e\four-view.png
03418--ubpalaceeg-s--bf04096e,W3DZH.big\Art\W3D\UBPalaceEG_S.w3d,GLA,Technology Building,Palace,UBPalaceEG_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03418--ubpalaceeg-s--bf04096e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03418--ubpalaceeg-s--bf04096e\four-view.png
03419--ubpalaceegx--d2adc9c9,W3DZH.big\Art\W3D\UBPalaceEGX.w3d,GLA,Technology Building,Palace,UBPalaceEGX,rendered,needs-review,accepted,Accepted: missing-texture warning is not visually consequential; model remains coherent and substantially textured.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03419--ubpalaceegx--d2adc9c9\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03419--ubpalaceegx--d2adc9c9\four-view.png
03420--ubpalaceegx-d--c697700b,W3DZH.big\Art\W3D\UBPalaceEGX_D.w3d,GLA,Technology Building,Palace,UBPalaceEGX_D,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03420--ubpalaceegx-d--c697700b\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03420--ubpalaceegx-d--c697700b\four-view.png
03421--ubpalaceegx-dn--b9ce6f35,W3DZH.big\Art\W3D\UBPalaceEGX_DN.w3d,GLA,Technology Building,Palace,UBPalaceEGX_DN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03421--ubpalaceegx-dn--b9ce6f35\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03421--ubpalaceegx-dn--b9ce6f35\four-view.png
03422--ubpalaceegx-dns--36861241,W3DZH.big\Art\W3D\UBPalaceEGX_DNS.w3d,GLA,Technology Building,Palace,UBPalaceEGX_DNS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03422--ubpalaceegx-dns--36861241\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03422--ubpalaceegx-dns--36861241\four-view.png
03423--ubpalaceegx-ds--2c994e37,W3DZH.big\Art\W3D\UBPalaceEGX_DS.w3d,GLA,Technology Building,Palace,UBPalaceEGX_DS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03423--ubpalaceegx-ds--2c994e37\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03423--ubpalaceegx-ds--2c994e37\four-view.png
03424--ubpalaceegx-e--7fb436b5,W3DZH.big\Art\W3D\UBPalaceEGX_E.w3d,GLA,Technology Building,Palace,UBPalaceEGX_E,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03424--ubpalaceegx-e--7fb436b5\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03424--ubpalaceegx-e--7fb436b5\four-view.png
03425--ubpalaceegx-en--9081e50d,W3DZH.big\Art\W3D\UBPalaceEGX_EN.w3d,GLA,Technology Building,Palace,UBPalaceEGX_EN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03425--ubpalaceegx-en--9081e50d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03425--ubpalaceegx-en--9081e50d\four-view.png
03426--ubpalaceegx-ens--b95a90d7,W3DZH.big\Art\W3D\UBPalaceEGX_ENS.w3d,GLA,Technology Building,Palace,UBPalaceEGX_ENS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03426--ubpalaceegx-ens--b95a90d7\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03426--ubpalaceegx-ens--b95a90d7\four-view.png
03427--ubpalaceegx-es--0871ed2b,W3DZH.big\Art\W3D\UBPalaceEGX_ES.w3d,GLA,Technology Building,Palace,UBPalaceEGX_ES,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03427--ubpalaceegx-es--0871ed2b\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03427--ubpalaceegx-es--0871ed2b\four-view.png
03428--ubpalaceegx-n--25897379,W3DZH.big\Art\W3D\UBPalaceEGX_N.w3d,GLA,Technology Building,Palace,UBPalaceEGX_N,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03428--ubpalaceegx-n--25897379\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03428--ubpalaceegx-n--25897379\four-view.png
03429--ubpalaceegx-ns--01cb0608,W3DZH.big\Art\W3D\UBPalaceEGX_NS.w3d,GLA,Technology Building,Palace,UBPalaceEGX_NS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03429--ubpalaceegx-ns--01cb0608\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03429--ubpalaceegx-ns--01cb0608\four-view.png
03430--ubpalaceegx-r--4945dfa3,W3DZH.big\Art\W3D\UBPalaceEGX_R.w3d,GLA,Technology Building,Palace,UBPalaceEGX_R,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03430--ubpalaceegx-r--4945dfa3\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03430--ubpalaceegx-r--4945dfa3\four-view.png
03431--ubpalaceegx-rs--db08f26a,W3DZH.big\Art\W3D\UBPalaceEGX_RS.w3d,GLA,Technology Building,Palace,UBPalaceEGX_RS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03431--ubpalaceegx-rs--db08f26a\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03431--ubpalaceegx-rs--db08f26a\four-view.png
03432--ubpalaceegx-s--828a4d24,W3DZH.big\Art\W3D\UBPalaceEGX_S.w3d,GLA,Technology Building,Palace,UBPalaceEGX_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03432--ubpalaceegx-s--828a4d24\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03432--ubpalaceegx-s--828a4d24\four-view.png
03433--ubprison--217e8aa7,W3DZH.big\Art\W3D\UBPrison.w3d,GLA,Base Building,Prison,UBPrison,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03433--ubprison--217e8aa7\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03433--ubprison--217e8aa7\four-view.png
03434--ubprison-a4--3fb55b8d,W3DZH.big\Art\W3D\UBPrison_A4.w3d,GLA,Base Building,Prison A 4,UBPrison_A4,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03434--ubprison-a4--3fb55b8d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03434--ubprison-a4--3fb55b8d\four-view.png
03435--ubprison-a4n--ba5f2ce2,W3DZH.big\Art\W3D\UBPrison_A4N.w3d,GLA,Base Building,Prison A 4 N,UBPrison_A4N,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03435--ubprison-a4n--ba5f2ce2\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03435--ubprison-a4n--ba5f2ce2\four-view.png
03436--ubprison-a4s--8a527f23,W3DZH.big\Art\W3D\UBPrison_A4S.w3d,GLA,Base Building,Prison A 4 S,UBPrison_A4S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03436--ubprison-a4s--8a527f23\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03436--ubprison-a4s--8a527f23\four-view.png
03437--ubprison-a4sn--3022d5a0,W3DZH.big\Art\W3D\UBPrison_A4SN.w3d,GLA,Base Building,Prison A 4 SN,UBPrison_A4SN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03437--ubprison-a4sn--3022d5a0\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03437--ubprison-a4sn--3022d5a0\four-view.png
03438--ubprison-a6--137c7965,W3DZH.big\Art\W3D\UBPrison_A6.w3d,GLA,Base Building,Prison A 6,UBPrison_A6,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03438--ubprison-a6--137c7965\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03438--ubprison-a6--137c7965\four-view.png
03439--ubprison-a6n--63cef3ad,W3DZH.big\Art\W3D\UBPrison_A6N.w3d,GLA,Base Building,Prison A 6 N,UBPrison_A6N,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03439--ubprison-a6n--63cef3ad\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03439--ubprison-a6n--63cef3ad\four-view.png
03440--ubprison-a6s--fd69acf4,W3DZH.big\Art\W3D\UBPrison_A6S.w3d,GLA,Base Building,Prison A 6 S,UBPrison_A6S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03440--ubprison-a6s--fd69acf4\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03440--ubprison-a6s--fd69acf4\four-view.png
03441--ubprison-a6sn--abaff1da,W3DZH.big\Art\W3D\UBPrison_A6SN.w3d,GLA,Base Building,Prison A 6 SN,UBPrison_A6SN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03441--ubprison-a6sn--abaff1da\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03441--ubprison-a6sn--abaff1da\four-view.png
03442--ubprison-a7--0e291e75,W3DZH.big\Art\W3D\UBPrison_A7.w3d,GLA,Base Building,Prison A 7,UBPrison_A7,rendered,needs-review,accepted,Accepted: extreme bounds describe a legitimate flat or elongated asset that is coherent and fully framed.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03442--ubprison-a7--0e291e75\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03442--ubprison-a7--0e291e75\four-view.png
03443--ubprison-a7d--ca7be91e,W3DZH.big\Art\W3D\UBPrison_A7D.w3d,GLA,Base Building,Prison A 7 D,UBPrison_A7D,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03443--ubprison-a7d--ca7be91e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03443--ubprison-a7d--ca7be91e\four-view.png
03444--ubprison-a7e--d699e199,W3DZH.big\Art\W3D\UBPrison_A7E.w3d,GLA,Base Building,Prison A 7 E,UBPrison_A7E,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03444--ubprison-a7e--d699e199\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03444--ubprison-a7e--d699e199\four-view.png
