production_number,case,source_path_relative,faction_or_context,functional_family,descriptive_asset_name,canonical_stem,rendered_format,review_decision,recommended_format,review_notes,rendered_media,recommended_media,reused_reviewed_pilot
219,05432--cbthouse12-g--b997280f,ZH_Generals\W3D.big\Art\W3D\CBTHouse12_G.w3d,Civilian,Residential Building,Mogadishu House 12,CBTHouse12_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05432--cbthouse12-g--b997280f\Civilian - Residential Building - Mogadishu House 12 - CBTHouse12_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05432--cbthouse12-g--b997280f\Civilian - Residential Building - Mogadishu House 12 - CBTHouse12_G.gif,False
220,05440--cbthouse13-dng--4357306d,ZH_Generals\W3D.big\Art\W3D\CBTHouse13_DNG.w3d,Civilian,Residential Building,Mogadishu House 13,CBTHouse13_DNG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05440--cbthouse13-dng--4357306d\Civilian - Residential Building - Mogadishu House 13 - CBTHouse13_DNG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05440--cbthouse13-dng--4357306d\Civilian - Residential Building - Mogadishu House 13 - CBTHouse13_DNG.gif,False
221,05450--cbthouse15-g--b4f81026,ZH_Generals\W3D.big\Art\W3D\CBTHouse15_G.w3d,Civilian,Residential Building,Mogadishu House 15,CBTHouse15_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05450--cbthouse15-g--b4f81026\Civilian - Residential Building - Mogadishu House 15 - CBTHouse15_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05450--cbthouse15-g--b4f81026\Civilian - Residential Building - Mogadishu House 15 - CBTHouse15_G.gif,False
222,05457--cbthouse16-g--a1c5b84d,ZH_Generals\W3D.big\Art\W3D\CBTHouse16_G.w3d,Civilian,Residential Building,Mogadishu House 16,CBTHouse16_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05457--cbthouse16-g--a1c5b84d\Civilian - Residential Building - Mogadishu House 16 - CBTHouse16_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05457--cbthouse16-g--a1c5b84d\Civilian - Residential Building - Mogadishu House 16 - CBTHouse16_G.gif,False
223,05465--cbthouse17-g--013711df,ZH_Generals\W3D.big\Art\W3D\CBTHouse17_G.w3d,Civilian,Residential Building,Mogadishu House 17,CBTHouse17_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05465--cbthouse17-g--013711df\Civilian - Residential Building - Mogadishu House 17 - CBTHouse17_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05465--cbthouse17-g--013711df\Civilian - Residential Building - Mogadishu House 17 - CBTHouse17_G.gif,False
224,05006--cbnriverho-dg--e2611aa2,ZH_Generals\W3D.big\Art\W3D\CBNRiverHo_dg.w3d,Civilian,Residential Building,River House 01,CBNRiverHo_dg,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05006--cbnriverho-dg--e2611aa2\Civilian - Residential Building - River House 01 - CBNRiverHo_dg.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05006--cbnriverho-dg--e2611aa2\Civilian - Residential Building - River House 01 - CBNRiverHo_dg.gif,False
225,01377--cbnriverh2-dsg--68ca7ba4,W3DZH.big\Art\W3D\CBNRiverH2_dsg.w3d,Civilian,Residential Building,River House 02,CBNRiverH2_dsg,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01377--cbnriverh2-dsg--68ca7ba4\Civilian - Residential Building - River House 02 - CBNRiverH2_dsg.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01377--cbnriverh2-dsg--68ca7ba4\Civilian - Residential Building - River House 02 - CBNRiverH2_dsg.gif,False
226,05170--cbtaprtmn1-g--d0444e6d,ZH_Generals\W3D.big\Art\W3D\CBTAprtmn1_G.w3d,Civilian,Residential Building,Stan Apartment 01,CBTAprtmn1_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05170--cbtaprtmn1-g--d0444e6d\Civilian - Residential Building - Stan Apartment 01 - CBTAprtmn1_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05170--cbtaprtmn1-g--d0444e6d\Civilian - Residential Building - Stan Apartment 01 - CBTAprtmn1_G.gif,False
227,05187--cbtaprtmn2-g--7f155410,ZH_Generals\W3D.big\Art\W3D\CBTAprtmn2_G.w3d,Civilian,Residential Building,Stan Apartment 02,CBTAprtmn2_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05187--cbtaprtmn2-g--7f155410\Civilian - Residential Building - Stan Apartment 02 - CBTAprtmn2_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05187--cbtaprtmn2-g--7f155410\Civilian - Residential Building - Stan Apartment 02 - CBTAprtmn2_G.gif,False
228,04750--cbnaptbuil-g--4c51931f,ZH_Generals\W3D.big\Art\W3D\CBNAptBuil_G.w3d,Civilian,Residential Building,Stan Apartment Single 01,CBNAptBuil_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04750--cbnaptbuil-g--4c51931f\Civilian - Residential Building - Stan Apartment Single 01 - CBNAptBuil_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04750--cbnaptbuil-g--4c51931f\Civilian - Residential Building - Stan Apartment Single 01 - CBNAptBuil_G.gif,False
229,05621--cbtschlhs-dg--d91afe44,ZH_Generals\W3D.big\Art\W3D\CBTSchlhs_dg.w3d,Civilian,Residential Building,Stan Schoolhouse 02,CBTSchlhs_dg,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05621--cbtschlhs-dg--d91afe44\Civilian - Residential Building - Stan Schoolhouse 02 - CBTSchlhs_dg.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05621--cbtschlhs-dg--d91afe44\Civilian - Residential Building - Stan Schoolhouse 02 - CBTSchlhs_dg.gif,False
230,01481--cbntmhvfh-g--e02eaa4e,W3DZH.big\Art\W3D\CBNTmHvFH_G.w3d,Civilian,Residential Building,Temple Of Heaven Front House,CBNTmHvFH_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01481--cbntmhvfh-g--e02eaa4e\Civilian - Residential Building - Temple Of Heaven Front House - CBNTmHvFH_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01481--cbntmhvfh-g--e02eaa4e\Civilian - Residential Building - Temple Of Heaven Front House - CBNTmHvFH_G.gif,False
231,01487--cbntmhvgt-g--32eebc9e,W3DZH.big\Art\W3D\CBNTmHvGT_G.w3d,Civilian,Residential Building,Temple Of Heaven Gate House,CBNTmHvGT_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01487--cbntmhvgt-g--32eebc9e\Civilian - Residential Building - Temple Of Heaven Gate House - CBNTmHvGT_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01487--cbntmhvgt-g--32eebc9e\Civilian - Residential Building - Temple Of Heaven Gate House - CBNTmHvGT_G.gif,False
232,01501--cbntmhvsh-g--4a57cb08,W3DZH.big\Art\W3D\CBNTmHvSH_G.w3d,Civilian,Residential Building,Temple Of Heaven Side House,CBNTmHvSH_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01501--cbntmhvsh-g--4a57cb08\Civilian - Residential Building - Temple Of Heaven Side House - CBNTmHvSH_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01501--cbntmhvsh-g--4a57cb08\Civilian - Residential Building - Temple Of Heaven Side House - CBNTmHvSH_G.gif,False
233,05761--cbwrfwhrs1-dg--ebf83957,ZH_Generals\W3D.big\Art\W3D\CBWrFWhrs1_dg.w3d,Civilian,Residential Building,Waterfront Wherehouse 01,CBWrFWhrs1_dg,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05761--cbwrfwhrs1-dg--ebf83957\Civilian - Residential Building - Waterfront Wherehouse 01 - CBWrFWhrs1_dg.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05761--cbwrfwhrs1-dg--ebf83957\Civilian - Residential Building - Waterfront Wherehouse 01 - CBWrFWhrs1_dg.gif,False
234,05750--cbwfrwhrs2-dg--382d8c50,ZH_Generals\W3D.big\Art\W3D\CBWFrWhrs2_DG.w3d,Civilian,Residential Building,Waterfront Wherehouse 02,CBWFrWhrs2_DG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05750--cbwfrwhrs2-dg--382d8c50\Civilian - Residential Building - Waterfront Wherehouse 02 - CBWFrWhrs2_DG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05750--cbwfrwhrs2-dg--382d8c50\Civilian - Residential Building - Waterfront Wherehouse 02 - CBWFrWhrs2_DG.gif,False
235,03017--pmouthouse01-g--f2f365d2,W3DZH.big\Art\W3D\pmouthouse01_g.w3d,Environment,Base Building,Outhouse 01,pmouthouse01_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03017--pmouthouse01-g--f2f365d2\Environment - Base Building - Outhouse 01 - pmouthouse01_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03017--pmouthouse01-g--f2f365d2\Environment - Base Building - Outhouse 01 - pmouthouse01_g.gif,False
236,03020--pmouthouse02-g--afde52eb,W3DZH.big\Art\W3D\pmouthouse02_g.w3d,Environment,Base Building,Outhouse 02,pmouthouse02_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03020--pmouthouse02-g--afde52eb\Environment - Base Building - Outhouse 02 - pmouthouse02_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03020--pmouthouse02-g--afde52eb\Environment - Base Building - Outhouse 02 - pmouthouse02_g.gif,False
237,04263--pmcrane--fc9740bb,ZH_Generals\W3D.big\Art\W3D\Cargo Loading Cranes - PMCrane.w3d,Environment,Prop,Cargo Loading Cranes,PMCrane,gif,reject,,component only or contextless subassembly,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04263--pmcrane--fc9740bb\Environment - Prop - Cargo Loading Cranes - PMCrane.gif,,False
238,06628--pmchkpnt02-d--bf359356,ZH_Generals\W3D.big\Art\W3D\PMChkPnt02_D.w3d,Environment,Prop,Check Point Crossing Guard,PMChkPnt02_D,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06628--pmchkpnt02-d--bf359356\Environment - Prop - Check Point Crossing Guard - PMChkPnt02_D.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06628--pmchkpnt02-d--bf359356\Environment - Prop - Check Point Crossing Guard - PMChkPnt02_D.gif,True
239,05841--pmclthln--17c264cb,ZH_Generals\W3D.big\Art\W3D\Clothes Line - PMClthLn.w3d,Environment,Prop,Clothes Line,PMClthLn,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05841--pmclthln--17c264cb\Environment - Prop - Clothes Line - PMClthLn.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05841--pmclthln--17c264cb\Environment - Prop - Clothes Line - PMClthLn.gif,True
240,06896--pmrrsign--8617d215,ZH_Generals\W3D.big\Art\W3D\RR Sign - PMRRSign.w3d,Environment,Prop,RR Sign,PMRRSign,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06896--pmrrsign--8617d215\Environment - Prop - RR Sign - PMRRSign.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06896--pmrrsign--8617d215\Environment - Prop - RR Sign - PMRRSign.gif,True
241,03041--pmsprinklr-d--3ef504cc,W3DZH.big\Art\W3D\PMSprinklr_d.w3d,Environment,Prop,Sprinkler,PMSprinklr_d,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03041--pmsprinklr-d--3ef504cc\Environment - Prop - Sprinkler - PMSprinklr_d.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03041--pmsprinklr-d--3ef504cc\Environment - Prop - Sprinkler - PMSprinklr_d.gif,True
242,06975--pmswing--a3933006,ZH_Generals\W3D.big\Art\W3D\Swing - PMSwing.w3d,Environment,Prop,Swing,PMSwing,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06975--pmswing--a3933006\Environment - Prop - Swing - PMSwing.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06975--pmswing--a3933006\Environment - Prop - Swing - PMSwing.gif,True
243,03058--pmtorch-n--ef136a40,W3DZH.big\Art\W3D\PMTORCH_N.w3d,Environment,Prop,Torches,PMTORCH_N,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03058--pmtorch-n--ef136a40\Environment - Prop - Torches - PMTORCH_N.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03058--pmtorch-n--ef136a40\Environment - Prop - Torches - PMTORCH_N.gif,True
244,03095--pmtrnfrmer2-d--c1cc922f,W3DZH.big\Art\W3D\PMTrnfrmer2_d.w3d,Environment,Prop,Trnfrmer 2,PMTrnfrmer2_d,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03095--pmtrnfrmer2-d--c1cc922f\Environment - Prop - Trnfrmer 2 - PMTrnfrmer2_d.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03095--pmtrnfrmer2-d--c1cc922f\Environment - Prop - Trnfrmer 2 - PMTrnfrmer2_d.gif,True
245,03098--pmuncrate--fad3af0b,W3DZH.big\Art\W3D\PMUNCrate.w3d,Environment,Prop,UN Crate,PMUNCrate,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03098--pmuncrate--fad3af0b\Environment - Prop - UN Crate - PMUNCrate.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03098--pmuncrate--fad3af0b\Environment - Prop - UN Crate - PMUNCrate.gif,False
246,03099--pmuncrate02--2787f814,W3DZH.big\Art\W3D\PMUNCrate02.w3d,Environment,Prop,UN Crate 02,PMUNCrate02,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03099--pmuncrate02--2787f814\Environment - Prop - UN Crate 02 - PMUNCrate02.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03099--pmuncrate02--2787f814\Environment - Prop - UN Crate 02 - PMUNCrate02.gif,False
247,06099--uvcargopln--ef932146,ZH_Generals\W3D.big\Art\W3D\GLA Jet Cargo Plane - UVCargoPln.w3d,GLA,Aviation,Cargo Plane,UVCargoPln,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06099--uvcargopln--ef932146\GLA - Aviation - Cargo Plane - UVCargoPln.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06099--uvcargopln--ef932146\GLA - Aviation - Cargo Plane - UVCargoPln.gif,True
248,07261--uvcargopln-d--cf903085,ZH_Generals\W3D.big\Art\W3D\UVCargoPln_d.w3d,GLA,Aviation,Cargo Plane,UVCargoPln_d,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\07261--uvcargopln-d--cf903085\GLA - Aviation - Cargo Plane - UVCargoPln_d.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\07261--uvcargopln-d--cf903085\GLA - Aviation - Cargo Plane - UVCargoPln_d.gif,True
249,03223--ubarfrccmd--96ad834b,W3DZH.big\Art\W3D\UBArFrcCmd.w3d,GLA,Base Building,Ar Frc Cmd,UBArFrcCmd,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03223--ubarfrccmd--96ad834b\GLA - Base Building - Ar Frc Cmd - UBArFrcCmd.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03223--ubarfrccmd--96ad834b\GLA - Base Building - Ar Frc Cmd - UBArFrcCmd.gif,True
250,03224--ubarfrccmd-a2--645006ec,W3DZH.big\Art\W3D\UBArFrcCmd_A2.w3d,GLA,Base Building,Ar Frc Cmd A 2,UBArFrcCmd_A2,gif,reject,,component only or contextless subassembly,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03224--ubarfrccmd-a2--645006ec\GLA - Base Building - Ar Frc Cmd A 2 - UBArFrcCmd_A2.gif,,False
251,03225--ubarfrccmd-a3--15bff804,W3DZH.big\Art\W3D\UBArFrcCmd_A3.w3d,GLA,Base Building,Ar Frc Cmd A 3,UBArFrcCmd_A3,gif,reject,,component only or contextless subassembly,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03225--ubarfrccmd-a3--15bff804\GLA - Base Building - Ar Frc Cmd A 3 - UBArFrcCmd_A3.gif,,False
252,03235--ubarmdealf--e8a0334d,W3DZH.big\Art\W3D\UBArmDealF.w3d,GLA,Base Building,Arm Deal F,UBArmDealF,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03235--ubarmdealf--e8a0334d\GLA - Base Building - Arm Deal F - UBArmDealF.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03235--ubarmdealf--e8a0334d\GLA - Base Building - Arm Deal F - UBArmDealF.gif,False
